"atlas ID","PMID","Year","Domain","Trait","P-value","N","EA","NEA"
"3598","31427789","2019","Cardiovascular","Non-cancer illness code, self-reported: angina","0.002331","289307","T","C"
"3599","31427789","2019","Respiratory","Non-cancer illness code, self-reported: asthma","0.04074","289307","C","T"
"3601","31427789","2019","Endocrine","Non-cancer illness code, self-reported: diabetes","9.396e-141","289307","T","C"
"3603","31427789","2019","Neurological","Non-cancer illness code, self-reported: migraine","0.0228","289307","C","T"
"3604","31427789","2019","Psychiatric","Non-cancer illness code, self-reported: depression","0.02236","289307","C","T"
"3608","31427789","2019","Metabolic","Non-cancer illness code, self-reported: high cholesterol","3.885e-10","289307","T","C"
"3611","31427789","2019","Activities","Treatment/medication code: lisinopril","0.03685","280443","T","C"
"3613","31427789","2019","Activities","Treatment/medication code: simvastatin","1.023e-15","280443","T","C"
"3618","31427789","2019","Activities","Treatment/medication code: aspirin","0.000002164","280443","T","C"
"3621","31427789","2019","Activities","Treatment/medication code: metformin","2.01e-108","280443","T","C"
"3623","31427789","2019","Activities","Treatment/medication code: atorvastatin","1.881e-7","280443","T","C"
"3634","31427789","2019","Environment","Illnesses of father: Diabetes","1.846e-71","355137","T","C"
"3638","31427789","2019","Environment","Illnesses of mother: Heart disease","0.008196","367939","T","C"
"3645","31427789","2019","Environment","Illnesses of mother: Diabetes","3.956e-83","367939","T","C"
"3652","31427789","2019","Environment","Illnesses of siblings: Diabetes","1.658e-40","309116","T","C"
"3653","31427789","2019","Environment","Illnesses of siblings: Severe depression","0.04231","309116","C","T"
"3673","31427789","2019","Gastrointestinal","Diagnoses - main ICD10: K57 Diverticular disease of intestine","0.02417","300791","C","T"
"3677","31427789","2019","Skeletal","Diagnoses - main ICD10: M17 Osteoarthritis of knee","0.002595","300791","C","T"
"3682","31427789","2019","Skeletal","Diagnoses - main ICD10: R10 Abdominal and pelvic pain","0.01955","300791","C","T"
"3686","31427789","2019","Endocrine","Diagnoses - secondary ICD10: E11 Type 2 diabetes mellitus","6.947e-131","244890","T","C"
"3688","31427789","2019","Metabolic","Diagnoses - secondary ICD10: E78 Disorders of lipoprotein metabolism and other lipidemias","0.000002873","244890","T","C"
"3690","31427789","2019","Psychiatric","Diagnoses - secondary ICD10: F32 Major depressive disorder, single episode","0.02259","244890","C","T"
"3691","31427789","2019","Cardiovascular","Diagnoses - secondary ICD10: I10 Essential (primary) hypertension","0.0006045","244890","T","C"
"3692","31427789","2019","Cardiovascular","Diagnoses - secondary ICD10: I20 Angina pectoris","0.0004963","244890","T","C"
"3695","31427789","2019","Respiratory","Diagnoses - secondary ICD10: J45 Asthma","0.04919","244890","C","T"
"3702","31427789","2019","Skeletal","Diagnoses - secondary ICD10: R10 Abdominal and pelvic pain","0.03544","244890","C","T"
"3733","31427789","2019","Psychiatric","Depression - Thoughts of death during worst depression","0.02409","67593","C","T"
"3770","31427789","2019","Psychiatric","Depression - Trouble falling or staying asleep. or sleeping too much","0.02552","126545","C","T"
"3789","30804565","2019","Psychiatric","Morningness","0.0007121","345552","T","C"
"3795","29942085","2018","Psychiatric","Neuroticism","0.00861","390278","NA","NA"
"3797","29942085","2018","Psychiatric","Depressive affect subcluster","0.001899","357957","C","T"
"3810","19853236","2009","Immunological","Eosinphil count","0.022","4216","NA","NA"
"3832","27723757","2016","Dermatological","Vitiligo","0.0046","44266","T","C"
"3842","27863252","2016","Immunological","Granulocyte percentage of myeloid white cells (two-way meta)","0.0165345","130543","T","C"
"3845","27863252","2016","Immunological","High light scatter percentage of red cells (two-way meta)","0.0104582","130538","T","C"
"3846","27863252","2016","Immunological","High light scatter reticulocyte count (two-way meta)","0.01158342","130517","T","C"
"3853","27863252","2016","Immunological","Monocyte count (two-way meta)","0.007548003","131544","C","T"
"3854","27863252","2016","Immunological","Monocyte percentage of white cells (two-way meta)","0.009711044","131305","C","T"
"3861","27863252","2016","Immunological","Plateletcrit (two-way meta)","0.04303222","127033","T","C"
"3865","27863252","2016","Immunological","Red cell distribution width (two-way meta)","0.00156933","131520","C","T"
"3866","27863252","2016","Immunological","Reticulocyte count (two-way meta)","0.009984355","130388","T","C"
"3867","27863252","2016","Immunological","Reticulocyte fraction of red cells (two-way meta)","0.008091026","130404","T","C"
"3878","27863252","2016","Immunological","Granulocyte percentage of myeloid white cells (three-way meta)","0.00307","169545","T","C"
"3881","27863252","2016","Immunological","High light scatter percentage of red cells (three-way meta)","0.005769","170763","T","C"
"3882","27863252","2016","Immunological","High light scatter reticulocyte count (three-way meta)","0.007215","170761","T","C"
"3888","27863252","2016","Immunological","Mean corpuscular volume (three-way meta)","0.0386","172433","C","T"
"3889","27863252","2016","Immunological","Monocyte count (three-way meta)","0.0005017","170721","C","T"
"3890","27863252","2016","Immunological","Monocyte percentage of white cells (three-way meta)","0.0005002","170494","C","T"
"3901","27863252","2016","Immunological","Red cell distribution width (three-way meta)","0.004262","171529","C","T"
"3902","27863252","2016","Immunological","Reticulocyte count (three-way meta)","0.004366","170641","T","C"
"3903","27863252","2016","Immunological","Reticulocyte fraction of red cells (three-way meta)","0.002607","170690","T","C"
"3905","28073927","2017","Ophthalmological","Intraocular pressure","0.01179","37930","T","C"
"3906","28073927","2017","Ophthalmological","Intraocular pressure","0.042","29578","T","C"
"3909","28073927","2017","Ophthalmological","Vertical cup-disc ratio","0.00893","23899","T","C"
"3914","28073927","2017","Ophthalmological","Disc area","0.004512","29811","T","C"
"3915","28073927","2017","Ophthalmological","Disc area","0.006087","22504","T","C"
"3925","28714975","2017","Cardiovascular","Coronary artery disease (SOFT definition including angina)","0.000647","148815","T","C"
"3927","28743860","2017","Skeletal","Total-body lean mass","0.04802252","10414","T","C"
"3928","28743860","2017","Skeletal","Total-body less head BMD and total body lean mass (bivariate meta-analysis)","0.04097311","10414","NA","NA"
"3939","28892062","2017","Metabolic","Body Mass Index","3.849e-11","158284","T","C"
"3940","28892062","2017","Metabolic","Body Mass Index (male)","1.528e-10","85894","T","C"
"3941","28892062","2017","Metabolic","Body Mass Index (female)","0.001625","72390","T","C"
"3945","28898252","2017","Metabolic","HbA1c","0.02082","8874","T","C"
"3971","29304378","2018","Skeletal","Total body BMD","0.007952","66628","T","C"
"3972","29304378","2018","Skeletal","Total body BMD (60 or older)","0.002343","22504","T","C"
"3980","29309628","2018","Reproduction","Offspring birthweight (maternal)","1.2e-8","86577","T","C"
"3981","29343764","2018","Metabolic","25-Hydroxyvitamin D level","0.04639","79366","T","C"
"3983","29358691","2018","Endocrine","Type 2 Diabetes","1.2e-94","70127","T","C"
"3985","29497042","2018","Cardiovascular","Heart rate recovery at 10 secnds","0.033","58818","C","T"
"3986","29497042","2018","Cardiovascular","Heart rate recovery at 20 secnds","0.033","58818","C","T"
"3990","29500382","2018","Psychiatric","Neuroticism sum score","0.003547","380506","C","T"
"3991","29500382","2018","Psychiatric","Mood swings (MOOD)","0.000433","265382","C","T"
"3992","29500382","2018","Psychiatric","Miserableness (MIS)","0.006921","267050","C","T"
"3995","29500382","2018","Psychiatric","Fed-up feelings (FED_UP)","0.03216","266208","C","T"
"3997","29500382","2018","Psychiatric","Worrier / anxious feelings (WORRY)","0.002315","264646","C","T"
"4011","29662059","2018","Psychiatric","Broad depression","0.00532966608010277","322580","C","T"
"4013","29662059","2018","Psychiatric","Major depressive disorder (ICD-coded)","0.0197469487940933","217584","C","T"
"4044","30124842","2018","Metabolic","Body Mass Index","2.6e-13","681275","C","T"
"4056","27920155","2017","Metabolic","Estimated glomerular filtration rate based on serum creatinine (non-diabetic)","0.019","6597","T","C"
"4074","30239722","2018","Metabolic","Body Mass Index","1.665e-23","806834","C","T"
"4075","30239722","2018","Metabolic","Body Mass Index (male)","3.571e-19","374756","C","T"
"4076","30239722","2018","Metabolic","Body Mass Index (female)","8.234e-10","434794","C","T"
"4077","30239722","2018","Metabolic","Waist-hip ratio","0.00182","697734","T","C"
"4079","30239722","2018","Metabolic","Waist-hip ratio (female)","0.000001449","381152","T","C"
"4080","30239722","2018","Metabolic","Waist-hip ratio (adjusted for BMI)","9.913e-22","694649","T","C"
"4081","30239722","2018","Metabolic","Waist-hip ratio (adjusted for BMI, male)","1.06e-7","315284","T","C"
"4082","30239722","2018","Metabolic","Waist-hip ratio (adjusted for BMI, female)","1.543e-17","379501","T","C"
"4083","28566273","2017","Endocrine","Type 2 Diabetes","9.3e-108","159208","T","C"
"4084","28566273","2017","Endocrine","Type 2 Diabetes (adjusted for BMI)","3.2e-94","159208","T","C"
"4101","29403010","2018","Metabolic","Triglyceride","0.01338","105597","C","T"
"4102","29403010","2018","Metabolic","Blood sugar","0.002978","93146","T","C"
"4103","29403010","2018","Hematological","Hemoglobin A1c","4.134e-12","42790","T","C"
"4111","29403010","2018","Metabolic","Uric acid","0.003851","109029","C","T"
"4113","29403010","2018","Metabolic","Potassium","0.002522","132938","T","C"
"4119","29403010","2018","Metabolic","Aspartate aminotransferase","0.01299","134154","C","T"
"4127","29403010","2018","Metabolic","Lactate dehydrogenase","0.04951","126319","C","T"
"4135","29403010","2018","Immunological","Red blood cell count","0.0461","108794","C","T"
"4143","29403010","2018","Cardiovascular","Diastolic Blood Pressure","0.006708","136615","C","T"
"4148","29403010","2018","Cardiovascular","Left ventricular internal dimension in diastole","0.03374","19676","C","T"
"4160","30531953","2018","Neurological","Focal Epilepsy, hippocampal sclerosis (HS)","0.023","24927","T","C"
"4166","30108127","2018","Metabolic","Body Mass Index","3.3e-14","334487","C","T"
"4168","29891935","2018","Ophthalmological","Open-angle glaucoma (fixed-effect model)","0.001555","176890","T","C"
"4169","29891935","2018","Ophthalmological","Open-angle glaucoma (random-effect model)","0.001555","176890","T","C"
"4175","30048462","2018","Skeletal","Heel bone mineral density","0.0000029","394929","T","C"
"4176","30718926","2019","Endocrine","Type 2 Diabetes","7.145e-49","191764","T","C"
"4187","31217584","2019","Immunological","HbA1c","0.004824304","11178","T","C"
"4188","31217584","2019","Metabolic","Fasting insulin","0.001706616","21551","C","T"
"4189","31217584","2019","Metabolic","Fasting glucose","7.062578e-8","23911","T","C"
"4190","31217584","2019","Endocrine","Type 2 Diabetes","1.637045e-41","45725","T","C"
"4193","31217584","2019","Cardiovascular","PR interval","0.0270169","17422","C","T"
"4197","31217584","2019","Metabolic","Waist-hip ratio","0.02044104","33904","T","C"
"4198","31217584","2019","Metabolic","Waist-hip ratio (male)","0.01067974","24838","T","C"
"4201","31217584","2019","Metabolic","Body Mass Index","0.00000143735","49335","C","T"
"4214","31049640","2019","Endocrine","Type 2 Diabetes","1.934e-13","4347","T","C"
"4217","31015401","2019","Environmental","Drugs used in diabetes","4.3e-145","305913","T","C"
"4218","31015401","2019","Environmental","Antithrombotic agents","0.00018","153639","T","C"
"4222","31015401","2019","Environmental","Beta blocking agents","0.011","224024","T","C"
"4223","31015401","2019","Environmental","Calcium channel blockers","0.00095","204378","T","C"
"4224","31015401","2019","Environmental","Agents acting on the renin-angiotensin system","0.000022","237530","T","C"
"4225","31015401","2019","Environmental","HMG CoA reductase inhibitors","1.6e-30","290385","T","C"
"4231","31015401","2019","Environmental","Salicylic acid and derivatives","0.0038","112010","T","C"
"4232","31015401","2019","Environmental","Anilides","0.018","179810","C","T"
"4233","31015401","2019","Environmental","Antimigraine preparations","0.016","119844","C","T"
"4237","31015401","2019","Environmental","Antihistamines for systemic use","0.011","151636","C","T"
"4246","30980028","2019","Cognitive","Right handed","0.0308106","331037","T","C"
"4250","30952852","2019","Psychiatric","L5 timing","0.028","85205","C","T"
"4261","30946739","2019","Activities","Facial attractiveness (male-coder, female samples)","0.04104","2062","C","T"
"4267","30929738","2019","Respiratory","Asthma (adult-onset)","0.03588","327253","C","T"
"4268","29892015","2018","Cardiovascular","Atrial Fibrillation","0.04182","588190","C","T"
"4279","30804560","2019","Respiratory","FVC","0.00185","400102","C","T"
"4280","30804560","2019","Respiratory","FEV1/FVC ratio","0.0209","400102","T","C"
"4283","30804560","2019","Respiratory","FVC","0.00374","321047","C","T"
"4284","30804560","2019","Respiratory","FEV1/FVC ratio","0.0198","321047","T","C"
"4293","30718901","2019","Psychiatric","Depression","0.0117","500199","C","T"
"4294","30696823","2019","Psychiatric","Chronotype","0.0023","449732","T","C"
"4295","30696823","2019","Psychiatric","Morning person (binary)","0.0049","403195","T","C"
"4302","30664634","2019","Metabolic","Arms-arm fat ratio (female)","0.00001745","195068","C","T"
"4303","30664634","2019","Metabolic","Legs-leg fat ratio (male)","0.005565","167431","C","T"
"4305","30664634","2019","Metabolic","Trunk-trunk fat ratio (male)","0.004478","167431","T","C"
"4307","30664745","2019","Skeletal","Osteoarthritis","0.04105","455221","C","T"
"4310","30664745","2019","Skeletal","Osteoarthritis of knee","0.001212","403124","C","T"
"4316","30643251","2019","Psychiatric","Smoking cessation","0.0393","312821","T","C"
"4321","30643256","2019","Psychiatric","Neuroticism (univariate)","0.00724614797160231","523783","C","T"
"4322","30643256","2019","Psychiatric","Depressive symptoms (univariate)","0.0485708693467483","1067913","C","T"
"4325","30643256","2019","Psychiatric","Neuroticism (MA GWAMA)","0.0149859670760437","523783","C","T"
"4327","30643256","2019","Psychiatric","Well-being spectrum","0.00409540698245182","2311184","T","C"
"4328","30598549","2018","Skeletal","Estimated bone mineral density from heel ultrasounds","8.1e-9","426824","T","C"
"4334","30552067","2018","Respiratory","Asthma","0.0387","30810","T","C"
"4350","30586722","2018","Cardiovascular","Nonischemic cardiomyopathy","0.0105823","390142","C","T"
"4351","30573740","2018","Dermatological","Male pattern baldness (BOLT LMM infinitesimal mixed model)","0.0032","205327","T","C"
"4352","30573740","2018","Dermatological","Male pattern baldness (BOLT LMM non-infinitesimal mixed model)","0.0045","205327","T","C"
"4357","30220432","2018","Metabolic","Albuminuria","0.0000142612","382500","T","C"
"4358","30177863","2018","Gastrointestinal","Diverticular disease","0.035894","409728","C","T"
"4365","29899525","2018","Activities","Moderate to vigorous physical activity levels","0.037","377234","C","T"
"4371","30367059","2018","Endocrine","Thyroid-stimulating hormone (female)","0.02604","30236","C","T"
"4372","30367059","2018","Endocrine","Free thyroxine (FT4)","0.0126","49269","T","C"
"4373","30367059","2018","Endocrine","Free thyroxine (FT4, male)","0.01675","22455","T","C"
"4377","30940143","2019","Cardiovascular","Resting heart rate","8.7e-7","458969","T","C"
"4378","30940143","2019","Cardiovascular","High blood pressure","0.019","458554","T","C"
"4390","29855537","2018","Reproduction","Dysmenorrhea pain severity","0.0304148197780687","11348","C","T"
"4405","29855537","2018","Reproduction","Menstrual quality of life impact: Pressure in the breasts","0.00878108598211443","11348","T","C"
"4439","30053915","2018","Cell","Hepatitis B HBs antigen IgG levels","0.0466422","508","T","C"
"4443","30053915","2018","Cell","Epstein Barr Virus antigen VCA IgG levels","0.00674785","956","T","C"
"4457","31676860","2019","Neurological","Left middle temporal","0.01246","19629","T","C"
"4477","31676860","2019","Neurological","Right caudal middle frontal","0.03172","19629","T","C"
"4488","31676860","2019","Neurological","Right middle temporal","0.001006","19629","T","C"
"4489","31676860","2019","Neurological","Right parahippocampal","0.02048","19629","T","C"
"4514","31676860","2019","Neurological","3rd ventricle","0.0491","19629","T","C"
"4518","31676860","2019","Neurological","Left inferior lateral ventricle","0.04899","19629","T","C"
"4524","31676860","2019","Neurological","Left pallidum","0.01391","19629","C","T"
"4537","31676860","2019","Neurological","Right pallidum","0.02418","19629","C","T"
"4538","31676860","2019","Neurological","Right hippocampus","0.02648","19629","T","C"
"4558","31676860","2019","Neurological","Left middle temporal","0.02091","21821","T","C"
"4584","31676860","2019","Neurological","Right isthmus cingulate","0.04374","21821","T","C"
"4589","31676860","2019","Neurological","Right middle temporal","0.002003","21821","T","C"
"4590","31676860","2019","Neurological","Right parahippocampal","0.007313","21821","T","C"
"4608","31676860","2019","Neurological","Cerebellar vermal lobules I V","0.02776","21821","C","T"
"4615","31676860","2019","Neurological","3rd ventricle","0.03811","21821","T","C"
"4625","31676860","2019","Neurological","Left pallidum","0.04362","21821","C","T"
"4627","31676860","2019","Neurological","Left amygdala","0.04754","21821","T","C"
"4638","31676860","2019","Neurological","Right pallidum","0.02593","21821","C","T"
"4639","31676860","2019","Neurological","Right hippocampus","0.008622","21821","T","C"
"4653","BioRxiv: https://doi.org/10.1101/288561","2019","Neurological","Corticospinal tract fractional anisotropy","0.02457","17706","C","T"
"4656","BioRxiv: https://doi.org/10.1101/288564","2019","Neurological","Fornix (cres) / Stria terminalis fractional anisotropy","0.007196","17706","C","T"
"4681","BioRxiv: https://doi.org/10.1101/288589","2019","Neurological","Posterior corona radiata axial diusivities","0.006535","17706","C","T"
"4715","BioRxiv: https://doi.org/10.1101/288623","2019","Neurological","Average across all tracts mode of anisotropy","0.003845","17706","C","T"
"4716","BioRxiv: https://doi.org/10.1101/288624","2019","Neurological","Body of corpus callosum mode of anisotropy","0.01729","17706","C","T"
"4719","BioRxiv: https://doi.org/10.1101/288627","2019","Neurological","Corticospinal tract mode of anisotropy","0.0128","17706","C","T"
"4722","BioRxiv: https://doi.org/10.1101/288630","2019","Neurological","Fornix (cres) / Stria terminalis mode of anisotropy","0.007382","17706","C","T"
"4725","BioRxiv: https://doi.org/10.1101/288633","2019","Neurological","Posterior corona radiata mode of anisotropy","0.01328","17706","C","T"
"4744","BioRxiv: https://doi.org/10.1101/288652","2019","Neurological","Fornix (cres) / Stria terminalis radial diusivities","0.00319","17706","T","C"
